Suburb,Suburb Latitude,Suburb Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
"['BURWOOD EAST', 'BURWOOD HEIGHTS']",-37.85523,145.151119,Gold Leaf Chinese Restaurant 金輝酒樓,-37.85133225468415,145.1455761967611,Dim Sum Restaurant
"['BURWOOD EAST', 'BURWOOD HEIGHTS']",-37.85523,145.151119,Hungry Jack's,-37.85996430594221,145.15024339367292,Fast Food Restaurant
"['BURWOOD EAST', 'BURWOOD HEIGHTS']",-37.85523,145.151119,Burwood Teppanyaki House,-37.851455250185914,145.14518814351072,Japanese Restaurant
"['BURWOOD EAST', 'BURWOOD HEIGHTS']",-37.85523,145.151119,Aldi,-37.85333389759029,145.15042483571028,Supermarket
"['BURWOOD EAST', 'BURWOOD HEIGHTS']",-37.85523,145.151119,BP,-37.86021319,145.15102525,Gas Station
"['BURWOOD EAST', 'BURWOOD HEIGHTS']",-37.85523,145.151119,Shuji Sushi,-37.85305148270468,145.1490435577707,Sushi Restaurant
"['BURWOOD EAST', 'BURWOOD HEIGHTS']",-37.85523,145.151119,KFC,-37.85120658867,145.14305356017368,Fast Food Restaurant
"['BURWOOD EAST', 'BURWOOD HEIGHTS']",-37.85523,145.151119,Ray’s Pizza,-37.853305500228004,145.15101313591003,Pizza Place
"['BURWOOD EAST', 'BURWOOD HEIGHTS']",-37.85523,145.151119,Sofia Restaurant,-37.853453861642784,145.1602900390829,Italian Restaurant
"['BURWOOD EAST', 'BURWOOD HEIGHTS']",-37.85523,145.151119,Fresh in One Fruit and Vegetables,-37.853221558392484,145.14920534447683,Market
"['BURWOOD EAST', 'BURWOOD HEIGHTS']",-37.85523,145.151119,Bonbon's Bakery,-37.853155601055555,145.14912486761176,Bakery
"['BURWOOD EAST', 'BURWOOD HEIGHTS']",-37.85523,145.151119,Rakuten,-37.85299680578493,145.1489843699254,Gift Shop
"['BURWOOD EAST', 'BURWOOD HEIGHTS']",-37.85523,145.151119,Vodafone,-37.85184,145.14919,Mobile Phone Shop
"['BURWOOD EAST', 'BURWOOD HEIGHTS']",-37.85523,145.151119,Tally Ho Shops,-37.861696,145.150342,Shopping Plaza
"['BURWOOD EAST', 'BURWOOD HEIGHTS']",-37.85523,145.151119,The Coffee Cart Company,-37.853935689519865,145.15992599231726,Coffee Shop
"['BURWOOD EAST', 'BURWOOD HEIGHTS']",-37.85523,145.151119,Tram Stop 68,-37.85140846513546,145.142226058966,Tram Station
"['BURWOOD EAST', 'BURWOOD HEIGHTS']",-37.85523,145.151119,Tally Ho Tennis Club,-37.862313141539786,145.1455296958824,Tennis Court
"['BURWOOD EAST', 'BURWOOD HEIGHTS']",-37.85523,145.151119,Tally Ho Reserve,-37.862459859326286,145.14566443093736,Park
"['BURWOOD EAST', 'BURWOOD HEIGHTS']",-37.85523,145.151119,Bill Stewert Athletics Track,-37.85670021911771,145.1621306564418,Track
"['SANDOWN VILLAGE', 'SPRINGVALE']",-37.944608,145.15678300000002,Meydan Market,-37.94195533669847,145.15442490577698,Grocery Store
"['SANDOWN VILLAGE', 'SPRINGVALE']",-37.944608,145.15678300000002,Hung Vuong Saigon Pho,-37.94948530728815,145.1510553551353,Vietnamese Restaurant
"['SANDOWN VILLAGE', 'SPRINGVALE']",-37.944608,145.15678300000002,Hoa Tran 和珍,-37.95037446900596,145.15192568122305,Vietnamese Restaurant
"['SANDOWN VILLAGE', 'SPRINGVALE']",-37.944608,145.15678300000002,Cafe Asmara,-37.947606849666066,145.1530105082416,Hookah Bar
"['SANDOWN VILLAGE', 'SPRINGVALE']",-37.944608,145.15678300000002,My Cambodia Restaurant,-37.94902,145.15126,Cambodian Restaurant
"['SANDOWN VILLAGE', 'SPRINGVALE']",-37.944608,145.15678300000002,Pho Hung,-37.95142480629821,145.1512887329401,Vietnamese Restaurant
"['SANDOWN VILLAGE', 'SPRINGVALE']",-37.944608,145.15678300000002,Maxim Saigon,-37.94926,145.15074,Vietnamese Restaurant
"['SANDOWN VILLAGE', 'SPRINGVALE']",-37.944608,145.15678300000002,Cultural Commons,-37.94903,145.15203,Burger Joint
"['SANDOWN VILLAGE', 'SPRINGVALE']",-37.944608,145.15678300000002,Pho Chu The,-37.94914,145.15171,Vietnamese Restaurant
"['SANDOWN VILLAGE', 'SPRINGVALE']",-37.944608,145.15678300000002,Sandown International Raceway,-37.951490659210734,145.16363999477684,Racetrack
"['SANDOWN VILLAGE', 'SPRINGVALE']",-37.944608,145.15678300000002,Walrus Chinese Restaurant,-37.948338356983996,145.15098453987582,Chinese Restaurant
"['SANDOWN VILLAGE', 'SPRINGVALE']",-37.944608,145.15678300000002,Springvale Central,-37.951170089390494,145.15161555716375,Shopping Mall
"['SANDOWN VILLAGE', 'SPRINGVALE']",-37.944608,145.15678300000002,Gold Leaf Chinese Restaurant,-37.95052384196452,145.1510775089264,Chinese Restaurant
"['SANDOWN VILLAGE', 'SPRINGVALE']",-37.944608,145.15678300000002,Pappa Roti,-37.9502425418081,145.15140742063522,Bakery
"['SANDOWN VILLAGE', 'SPRINGVALE']",-37.944608,145.15678300000002,Springvale Shopping Centre,-37.950425831751176,145.15092847738453,Shopping Mall
"['SANDOWN VILLAGE', 'SPRINGVALE']",-37.944608,145.15678300000002,Pho Chu Le,-37.95146648974625,145.1510337961742,Vietnamese Restaurant
"['SANDOWN VILLAGE', 'SPRINGVALE']",-37.944608,145.15678300000002,Dolan Uyghur Restaurant,-37.94907,145.15212,Xinjiang Restaurant
"['SANDOWN VILLAGE', 'SPRINGVALE']",-37.944608,145.15678300000002,Pho Dakao Hoang Restaurant,-37.94944486947176,145.1507418784867,Vietnamese Restaurant
"['SANDOWN VILLAGE', 'SPRINGVALE']",-37.944608,145.15678300000002,Gloria Jean's Coffees,-37.9504,145.151445,Coffee Shop
"['SANDOWN VILLAGE', 'SPRINGVALE']",-37.944608,145.15678300000002,Thanh Dat Chinese & Vietnamese Restaurant,-37.951609599739236,145.15105497303514,Vietnamese Restaurant
"['SANDOWN VILLAGE', 'SPRINGVALE']",-37.944608,145.15678300000002,A.K.K. Supermarket,-37.94813839866716,145.1528649818607,Grocery Store
"['SANDOWN VILLAGE', 'SPRINGVALE']",-37.944608,145.15678300000002,Springvale Station,-37.94915527962854,145.15306054257613,Train Station
"['SANDOWN VILLAGE', 'SPRINGVALE']",-37.944608,145.15678300000002,Kao Gaeng Thai Restaurant,-37.94856300563549,145.15108095639908,Thai Restaurant
"['SANDOWN VILLAGE', 'SPRINGVALE']",-37.944608,145.15678300000002,Thi Thi Vietnamese Restaurant,-37.94903841473572,145.1516522716713,Vietnamese Restaurant
"['SANDOWN VILLAGE', 'SPRINGVALE']",-37.944608,145.15678300000002,Dessert Culture,-37.94998,145.15246,Dessert Shop
"['SANDOWN VILLAGE', 'SPRINGVALE']",-37.944608,145.15678300000002,Hué Hué Vietnamese And Chinese Restaurant,-37.94926,145.15074,Asian Restaurant
"['SANDOWN VILLAGE', 'SPRINGVALE']",-37.944608,145.15678300000002,Oriental Roast,-37.94926,145.15074,Asian Restaurant
"['SANDOWN VILLAGE', 'SPRINGVALE']",-37.944608,145.15678300000002,Sharetea,-37.950258,145.151366,Bubble Tea Shop
"['SANDOWN VILLAGE', 'SPRINGVALE']",-37.944608,145.15678300000002,Emma Seafood Yong Tau Foo,-37.951592493306144,145.15174389806148,Fish Market
"['FRANKSTON NORTH', 'PINES FOREST']",-38.126458,145.157574,Peninsula country club,-38.13128819712708,145.15744109684002,Golf Course
"['FRANKSTON NORTH', 'PINES FOREST']",-38.126458,145.157574,Mortgage Brokers Frankston,-38.12432791047052,145.1634156703949,Business Service
"['FRANKSTON NORTH', 'PINES FOREST']",-38.126458,145.157574,monteray park,-38.1229907857926,145.152703286173,Park
"['FRANKSTON NORTH', 'PINES FOREST']",-38.126458,145.157574,Audiomart,-38.13052849419385,145.1618719154057,Music Venue
"['FRANKSTON NORTH', 'PINES FOREST']",-38.126458,145.157574,Pines Forest Aquatic Centre,-38.12373765818694,145.15087614619526,Pool
"['FRANKSTON NORTH', 'PINES FOREST']",-38.126458,145.157574,Peninsula Golf Club,-38.134105774676485,145.1562983926133,Golf Course
"['FRANKSTON NORTH', 'PINES FOREST']",-38.126458,145.157574,Pinrs Football and Cricket Club,-38.12421417236328,145.1470489501953,Athletics & Sports
"['ELTHAM', 'ELTHAM NORTH', 'RESEARCH']",-37.713299,145.158579,Dan Murphy's,-37.713051512051756,145.15029784951307,Liquor Store
"['ELTHAM', 'ELTHAM NORTH', 'RESEARCH']",-37.713299,145.158579,Eltham Farmers' Market,-37.714628529828076,145.14958191649706,Farmers Market
"['ELTHAM', 'ELTHAM NORTH', 'RESEARCH']",-37.713299,145.158579,The Burger Lounge,-37.71518640484748,145.14814406952183,Burger Joint
"['ELTHAM', 'ELTHAM NORTH', 'RESEARCH']",-37.713299,145.158579,Maki Sushi,-37.71483058738651,145.14957010746002,Sushi Restaurant
"['ELTHAM', 'ELTHAM NORTH', 'RESEARCH']",-37.713299,145.158579,ALDI,-37.71305442654943,145.1501944332106,Grocery Store
"['ELTHAM', 'ELTHAM NORTH', 'RESEARCH']",-37.713299,145.158579,Nongkhai Thai,-37.714396374752546,145.1480465818567,Thai Restaurant
"['ELTHAM', 'ELTHAM NORTH', 'RESEARCH']",-37.713299,145.158579,Maroush Lebanese Restaurant,-37.71066,145.14941,Lebanese Restaurant
"['ELTHAM', 'ELTHAM NORTH', 'RESEARCH']",-37.713299,145.158579,Papa bear,-37.71364,145.14885,Café
"['ELTHAM', 'ELTHAM NORTH', 'RESEARCH']",-37.713299,145.158579,Subway,-37.71252,145.14935,Sandwich Place
"['ELTHAM', 'ELTHAM NORTH', 'RESEARCH']",-37.713299,145.158579,Nando's,-37.71287996216278,145.14961526244798,Portuguese Restaurant
"['ELTHAM', 'ELTHAM NORTH', 'RESEARCH']",-37.713299,145.158579,Woolworths,-37.714015680453514,145.14995262884412,Supermarket
"['ELTHAM', 'ELTHAM NORTH', 'RESEARCH']",-37.713299,145.158579,Ginger Garlic,-37.715269799151905,145.1494923233986,Indian Restaurant
"['ELTHAM', 'ELTHAM NORTH', 'RESEARCH']",-37.713299,145.158579,Eltham Station,-37.713494125048996,145.14779866259607,Train Station
"['ELTHAM', 'ELTHAM NORTH', 'RESEARCH']",-37.713299,145.158579,Coles,-37.71497259519915,145.14888883473117,Grocery Store
"['ELTHAM', 'ELTHAM NORTH', 'RESEARCH']",-37.713299,145.158579,Eltham Town Square,-37.713852131077545,145.14925924079574,Plaza
"['ELTHAM', 'ELTHAM NORTH', 'RESEARCH']",-37.713299,145.158579,Thai Sontaya,-37.71534830532844,145.1493702828884,Thai Restaurant
"['ELTHAM', 'ELTHAM NORTH', 'RESEARCH']",-37.713299,145.158579,Platform 3095,-37.713369,145.148321,Café
"['ELTHAM', 'ELTHAM NORTH', 'RESEARCH']",-37.713299,145.158579,The Main,-37.71488363242395,145.14848113059998,Restaurant
"['ELTHAM', 'ELTHAM NORTH', 'RESEARCH']",-37.713299,145.158579,Brent's Patisserie,-37.715621,145.148489,Bakery
"['ELTHAM', 'ELTHAM NORTH', 'RESEARCH']",-37.713299,145.158579,Eltham Fish And Chips,-37.71550749700219,145.14837534546584,Fast Food Restaurant
"['ELTHAM', 'ELTHAM NORTH', 'RESEARCH']",-37.713299,145.158579,Little drop of poison,-37.7143,145.14804,Café
"['ELTHAM', 'ELTHAM NORTH', 'RESEARCH']",-37.713299,145.158579,Machan Indian Restaurant,-37.7141,145.148,Indian Restaurant
"['ELTHAM', 'ELTHAM NORTH', 'RESEARCH']",-37.713299,145.158579,Eltham Stockfeeds,-37.707094,145.150755,Pet Store
"['DONCASTER EAST', 'DONCASTER HEIGHTS', 'THE PINES', 'TUNSTALL SQUARE PO']",-37.784786,145.161649,The Fish & Burger Co,-37.78869,145.15983,Australian Restaurant
"['DONCASTER EAST', 'DONCASTER HEIGHTS', 'THE PINES', 'TUNSTALL SQUARE PO']",-37.784786,145.161649,Tantra Indian Restaurant,-37.78248,145.16364,Indian Restaurant
"['DONCASTER EAST', 'DONCASTER HEIGHTS', 'THE PINES', 'TUNSTALL SQUARE PO']",-37.784786,145.161649,Kobe Japanese Restaurant,-37.78106,145.1632,Japanese Restaurant
"['DONCASTER EAST', 'DONCASTER HEIGHTS', 'THE PINES', 'TUNSTALL SQUARE PO']",-37.784786,145.161649,Woolworths,-37.78916267148747,145.15819352205642,Supermarket
"['DONCASTER EAST', 'DONCASTER HEIGHTS', 'THE PINES', 'TUNSTALL SQUARE PO']",-37.784786,145.161649,Miku Japanese Dining,-37.78124,145.1638,Japanese Restaurant
"['DONCASTER EAST', 'DONCASTER HEIGHTS', 'THE PINES', 'TUNSTALL SQUARE PO']",-37.784786,145.161649,BP,-37.78099,145.16381,Gas Station
"['DONCASTER EAST', 'DONCASTER HEIGHTS', 'THE PINES', 'TUNSTALL SQUARE PO']",-37.784786,145.161649,McDonald's,-37.78869705042251,145.16180646752048,Fast Food Restaurant
"['DONCASTER EAST', 'DONCASTER HEIGHTS', 'THE PINES', 'TUNSTALL SQUARE PO']",-37.784786,145.161649,Nando's,-37.788866362225036,145.15772748225214,Portuguese Restaurant
"['DONCASTER EAST', 'DONCASTER HEIGHTS', 'THE PINES', 'TUNSTALL SQUARE PO']",-37.784786,145.161649,McDonald's,-37.7823,145.16278,Fast Food Restaurant
"['DONCASTER EAST', 'DONCASTER HEIGHTS', 'THE PINES', 'TUNSTALL SQUARE PO']",-37.784786,145.161649,Rasa Malaya Restaurant,-37.78209400269097,145.16351349351766,Malay Restaurant
"['DONCASTER EAST', 'DONCASTER HEIGHTS', 'THE PINES', 'TUNSTALL SQUARE PO']",-37.784786,145.161649,Beau Monde International Hotel,-37.78842054277298,145.15473379927906,Hotel
"['DONCASTER EAST', 'DONCASTER HEIGHTS', 'THE PINES', 'TUNSTALL SQUARE PO']",-37.784786,145.161649,Doncaster Noodle Box,-37.782143,145.163356,Noodle House
"['DONCASTER EAST', 'DONCASTER HEIGHTS', 'THE PINES', 'TUNSTALL SQUARE PO']",-37.784786,145.161649,Two Circle Cafe,-37.78215,145.1637,Restaurant
"['DONCASTER EAST', 'DONCASTER HEIGHTS', 'THE PINES', 'TUNSTALL SQUARE PO']",-37.784786,145.161649,Chandra Amcal Max Pharmacy,-37.782,145.16373,Pharmacy
"['DONCASTER EAST', 'DONCASTER HEIGHTS', 'THE PINES', 'TUNSTALL SQUARE PO']",-37.784786,145.161649,Donburn Cellars,-37.781317376413625,145.16343490942066,Liquor Store
"['DONCASTER EAST', 'DONCASTER HEIGHTS', 'THE PINES', 'TUNSTALL SQUARE PO']",-37.784786,145.161649,Jimmy Leung's Kitchen,-37.78869,145.16005,Chinese Restaurant
"['DONCASTER EAST', 'DONCASTER HEIGHTS', 'THE PINES', 'TUNSTALL SQUARE PO']",-37.784786,145.161649,New Age Pizza,-37.789022,145.157461,Pizza Place
['KEYSBOROUGH'],-38.006771,145.164863,Woolworths,-38.012656296674066,145.16040086746216,Supermarket
['KEYSBOROUGH'],-38.006771,145.164863,BP,-38.0125,145.15981942,Gas Station
['KEYSBOROUGH'],-38.006771,145.164863,Keysborough Animal Shelter,-38.00963739635092,145.16133826449465,Pet Store
['KEYSBOROUGH'],-38.006771,145.164863,"Carlisle Homes - Somerfield Estate, Keysborough",-38.0053541,145.1739635,Furniture / Home Store
"['MULGRAVE', 'WAVERLEY GARDENS']",-37.920945,145.16785900000002,PC Case Gear Online Pickup,-37.92205142779782,145.1608025050685,Electronics Store
"['MULGRAVE', 'WAVERLEY GARDENS']",-37.920945,145.16785900000002,McDonald's,-37.91798382567815,145.15855407324585,Fast Food Restaurant
"['MULGRAVE', 'WAVERLEY GARDENS']",-37.920945,145.16785900000002,Freeway Reserve,-37.91793,145.16851,Park
"['MULGRAVE', 'WAVERLEY GARDENS']",-37.920945,145.16785900000002,Podium Cafe,-37.91975830392984,145.15951345517837,Café
"['MULGRAVE', 'WAVERLEY GARDENS']",-37.920945,145.16785900000002,Melbourne CABS,-37.921062,145.15789300000006,Business Service
"['MULGRAVE', 'WAVERLEY GARDENS']",-37.920945,145.16785900000002,Red Panda Restaurant,-37.91696018120034,145.17652436090043,Asian Restaurant
"['MULGRAVE', 'WAVERLEY GARDENS']",-37.920945,145.16785900000002,Wellington Reserve,-37.92801602161817,145.16232178654874,Park
"['MULGRAVE', 'WAVERLEY GARDENS']",-37.920945,145.16785900000002,Cafe 799,-37.92337658789234,145.15721440315247,Café
"['MULGRAVE', 'WAVERLEY GARDENS']",-37.920945,145.16785900000002,Chopstick Delight,-37.92553380709978,145.15828382015582,Chinese Restaurant
['BRANDON PARK'],-37.914383,145.168834,McDonald's,-37.91798382567815,145.15855407324585,Fast Food Restaurant
['BRANDON PARK'],-37.914383,145.168834,Freeway Reserve,-37.91793,145.16851,Park
['BRANDON PARK'],-37.914383,145.168834,Warong Pak E,-37.90978,145.16833,Indonesian Restaurant
['BRANDON PARK'],-37.914383,145.168834,Red Panda Restaurant,-37.91696018120034,145.17652436090043,Asian Restaurant
"['BAXTER', 'LANGWARRIN SOUTH']",-38.196908,145.169556,Virgin Flowers,-38.19725335741803,145.17159680486415,Flower Shop
"['BAXTER', 'LANGWARRIN SOUTH']",-38.196908,145.169556,Baxter Tavern,-38.196549159539934,145.16116435348803,Gastropub
"['BAXTER', 'LANGWARRIN SOUTH']",-38.196908,145.169556,Peninsula Fresh Organics,-38.201496974020806,145.16977787017822,Food & Drink Shop
"['BAXTER', 'LANGWARRIN SOUTH']",-38.196908,145.169556,Woolworths,-38.19463625830654,145.1595311245871,Supermarket
"['BAXTER', 'LANGWARRIN SOUTH']",-38.196908,145.169556,Baxter Station,-38.19405514482985,145.16049197645376,Train Station
"['BAXTER', 'LANGWARRIN SOUTH']",-38.196908,145.169556,Baxter Bakery,-38.195241196065496,145.15907432802044,Bakery
"['BAXTER', 'LANGWARRIN SOUTH']",-38.196908,145.169556,Pizza This Pizza That,-38.19515,145.15852,Pizza Place
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Shira Nui,-37.8786665784089,145.16583003151737,Japanese Restaurant
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Village Cinemas,-37.88136520944769,145.1646034988929,Multiplex
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Woolworths,-37.87774893750834,145.1652202766674,Supermarket
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Elephant Corridor,-37.880302706598826,145.1648830595123,Sri Lankan Restaurant
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,YOMG,-37.88029019170148,145.1634156703949,Burger Joint
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,The Glen Shopping Centre,-37.876585494248076,145.16513857851282,Shopping Mall
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Yokohama Teppanyaki Japanese Restaurant,-37.88148,145.16521,Japanese Restaurant
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,烹饪大师 铁锅炖 东北菜,-37.87905,145.16288,Chinese Restaurant
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Dan Murphy's,-37.879154026183706,145.16389258575845,Liquor Store
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Nitro LAB,-37.87974188497959,145.16373872689763,Dessert Shop
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Strike Bowling Bar,-37.88134298381661,145.16469063101144,Bowling Alley
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Chemist Warehouse,-37.87921406762143,145.16567888788828,Pharmacy
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Black Flat Coffee Brewers,-37.879444791609906,145.16353687496868,Coffee Shop
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Piatella Cafe Bar,-37.88118,145.16397,Café
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Paradise Road Thai Cuisine,-37.88042804602206,145.1645294387866,Thai Restaurant
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Laksa King,-37.87970901794432,145.16350621108916,Noodle House
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Boost Juice,-37.8769554372306,145.1651407925587,Juice Bar
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,The Black Toro,-37.88063800211501,145.16357340024575,Latin American Restaurant
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,O'Town,-37.879231437603785,145.16259209975948,Malay Restaurant
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Glenny Kebabs,-37.88133,145.16463,Kebab Restaurant
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,The Grand Tofu 2,-37.881484,145.163639,Malay Restaurant
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Target,-37.87600422622408,145.16473195405663,Big Box Store
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Steak Ministry Bar & Grill,-37.87994774430495,145.1635096229355,Steakhouse
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Coles,-37.87658547043804,145.16510952538832,Supermarket
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Diner's Life Food Court,-37.87631706681991,145.1646755301017,Food Court
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Spicy Fish Restaurant,-37.88119609086479,145.1634598720181,Chinese Restaurant
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Cha Time (日出茶太),-37.88153488551619,145.16468576626656,Bubble Tea Shop
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Kerrie Road Bakery & Cafe,-37.87608417457833,145.17771993178178,Café
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Mountain View Hotel,-37.8739895662228,145.1675033569336,Pub
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Happy Cup,-37.879113436784365,145.16244168248647,Bubble Tea Shop
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,JB Hi-Fi,-37.87613363637442,145.16465318310247,Electronics Store
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Kimchi Hut,-37.880390422059975,145.16503190077754,Korean Restaurant
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,David Jones,-37.87515422776225,145.16530043427747,Department Store
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,French's IGA X-press,-37.87592566462217,145.17790485296337,Grocery Store
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,The Arena,-37.87511860977126,145.16530272358295,Café
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Mocha Jo's,-37.88093482752364,145.16341200692233,Café
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Novotel,-37.88134905025361,145.16468827191875,Hotel
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Airstream Cafe,-37.881597410805405,145.16513986959194,Eastern European Restaurant
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,McDonald's,-37.87465420483907,145.1669187880391,Fast Food Restaurant
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,The Pancake Parlour,-37.88135874909352,145.16469826041902,Restaurant
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Century City Walk,-37.88140965741849,145.1648120824926,Shopping Mall
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Degani Bakery Cafe,-37.87589452977019,145.16514935978603,Bakery
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Dainty Sichuan,-37.87903,145.16282,Szechuan Restaurant
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Papa Johns Pizza,-37.876879,145.165548,Pizza Place
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Century City Tavern,-37.8814724061899,145.16475169762072,Pub
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,The Waverley International Hotel,-37.88380869023942,145.1647127931888,Hotel
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,McDonald's,-37.87522264670672,145.16534799330455,Fast Food Restaurant
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Hong Kong Dim Sum,-37.88062229370654,145.16363101056996,Dim Sum Restaurant
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Waya,-37.88144962060009,145.16356641551602,Japanese Restaurant
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,XJ Hot Pot House,-37.879185047625235,145.16246414069445,Chinese Restaurant
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Crazy Wing,-37.8795425009629,145.16565368859457,BBQ Joint
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Rock Kung Restaurant,-37.88132562192706,145.16347772022274,Chinese Restaurant
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Meat in the middle,-37.88111160450401,145.1638823747635,Souvlaki Shop
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Ajisen Ramen,-37.880984299484915,145.16357304354509,Noodle House
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Ocean King,-37.880375304582685,145.1637800904215,Chinese Restaurant
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Telstra Store,-37.8763119,145.165212,Electronics Store
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Cotton On,-37.87646761622854,145.16514935978603,Clothing Store
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Kerrie Rd Fish And Chips,-37.876098746330165,145.1776565528536,Fish & Chips Shop
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Wonton House Secret Kitchen,-37.88141192381297,145.16483544564642,Dim Sum Restaurant
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Kerrie Rd IGA Supermarket,-37.877150178897416,145.17837361551184,Grocery Store
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Pescare,-37.88143827305116,145.16469716951104,Italian Restaurant
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Glen Waverley Station,-37.879529273493695,145.16288894614786,Train Station
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Burger Edge,-37.88148,145.16521,Burger Joint
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Holiday KTV,-37.88081181623217,145.1636885096658,Karaoke Bar
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Breadtop 包店,-37.88071143245373,145.16358873475897,Bakery
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Urban Burger,-37.88063,145.16332,Burger Joint
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Zu Relaxation,-37.88134,145.16389,Massage Studio
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Ohsso,-37.881312,145.163496,Korean Restaurant
"['GLEN WAVERLEY', 'WHEELERS HILL']",-37.876968,145.170841,Bon Chicken,-37.8811,145.16324,Fried Chicken Joint
